,110073.SH,110074.SH,110075.SH,110076.SH,110077.SH,110081.SH,110084.SH,110085.SH,110086.SH,110087.SH,110090.SH,110092.SH,110093.SH,110095.SH,110097.SH,110098.SH,110099.SH,110100.SH,111000.SH,111001.SH,111002.SH,111003.SH,111004.SH,111005.SH,111009.SH,111010.SH,111012.SH,111013.SH,111014.SH,111015.SH,111017.SH,111018.SH,111020.SH,111021.SH,111022.SH,111023.SH,111024.SH,113037.SH,113039.SH,113042.SH,113043.SH,113046.SH,113048.SH,113049.SH,113051.SH,113052.SH,113053.SH,113054.SH,113056.SH,113058.SH,113059.SH,113062.SH,113066.SH,113067.SH,113070.SH,113584.SH,113588.SH,113589.SH,113597.SH,113605.SH,113610.SH,113615.SH,113616.SH,113624.SH,113625.SH,113627.SH,113631.SH,113632.SH,113633.SH,113634.SH,113636.SH,113638.SH,113640.SH,113643.SH,113644.SH,113646.SH,113647.SH,113648.SH,113649.SH,113650.SH,113652.SH,113654.SH,113655.SH,113656.SH,113658.SH,113659.SH,113660.SH,113661.SH,113665.SH,113666.SH,113667.SH,113670.SH,113671.SH,113673.SH,113674.SH,113677.SH,113678.SH,113679.SH,113680.SH,113681.SH,113682.SH,113686.SH,113688.SH,113691.SH,113692.SH,113693.SH,113694.SH,113695.SH,113696.SH,113697.SH,113698.SH,113699.SH,113700.SH,113701.SH,113702.SH,118003.SH,118004.SH,118005.SH,118007.SH,118010.SH,118011.SH,118012.SH,118013.SH,118015.SH,118016.SH,118018.SH,118020.SH,118022.SH,118024.SH,118025.SH,118027.SH,118030.SH,118031.SH,118032.SH,118033.SH,118034.SH,118035.SH,118036.SH,118037.SH,118039.SH,118040.SH,118041.SH,118042.SH,118044.SH,118050.SH,118051.SH,118052.SH,118053.SH,118056.SH,118057.SH,118058.SH,118059.SH,118060.SH,118061.SH,118062.SH,118063.SH,118064.SH,118065.SH,118066.SH,118067.SH,123054.SZ,123059.SZ,123061.SZ,123064.SZ,123065.SZ,123071.SZ,123072.SZ,123076.SZ,123080.SZ,123085.SZ,123088.SZ,123090.SZ,123091.SZ,123092.SZ,123104.SZ,123107.SZ,123109.SZ,123112.SZ,123113.SZ,123114.SZ,123117.SZ,123118.SZ,123119.SZ,123121.SZ,123122.SZ,123124.SZ,123126.SZ,123129.SZ,123131.SZ,123133.SZ,123138.SZ,123142.SZ,123144.SZ,123149.SZ,123150.SZ,123151.SZ,123154.SZ,123155.SZ,123157.SZ,123158.SZ,123160.SZ,123165.SZ,123168.SZ,123171.SZ,123172.SZ,123173.SZ,123175.SZ,123176.SZ,123178.SZ,123179.SZ,123180.SZ,123183.SZ,123187.SZ,123188.SZ,123189.SZ,123192.SZ,123193.SZ,123194.SZ,123195.SZ,123196.SZ,123198.SZ,123199.SZ,123207.SZ,123209.SZ,123211.SZ,123213.SZ,123214.SZ,123215.SZ,123216.SZ,123220.SZ,123222.SZ,123223.SZ,123224.SZ,123225.SZ,123229.SZ,123235.SZ,123236.SZ,123237.SZ,123241.SZ,123243.SZ,123245.SZ,123247.SZ,123250.SZ,123251.SZ,123252.SZ,123253.SZ,123255.SZ,123256.SZ,123257.SZ,123258.SZ,123259.SZ,123260.SZ,123261.SZ,123262.SZ,123263.SZ,123264.SZ,123265.SZ,123266.SZ,123267.SZ,123268.SZ,123269.SZ,127017.SZ,127018.SZ,127024.SZ,127025.SZ,127026.SZ,127027.SZ,127030.SZ,127031.SZ,127033.SZ,127034.SZ,127037.SZ,127038.SZ,127040.SZ,127041.SZ,127044.SZ,127045.SZ,127046.SZ,127047.SZ,127049.SZ,127050.SZ,127053.SZ,127054.SZ,127055.SZ,127056.SZ,127059.SZ,127060.SZ,127061.SZ,127062.SZ,127064.SZ,127066.SZ,127067.SZ,127068.SZ,127069.SZ,127070.SZ,127072.SZ,127078.SZ,127079.SZ,127080.SZ,127082.SZ,127083.SZ,127084.SZ,127085.SZ,127088.SZ,127089.SZ,127090.SZ,127092.SZ,127093.SZ,127095.SZ,127096.SZ,127098.SZ,127099.SZ,127102.SZ,127103.SZ,127104.SZ,127105.SZ,127108.SZ,127109.SZ,127110.SZ,127111.SZ,127112.SZ,127113.SZ,128044.SZ,128108.SZ,128119.SZ,128121.SZ,128124.SZ,128125.SZ,128127.SZ,128128.SZ,128129.SZ,128134.SZ,128135.SZ,128136.SZ,128137.SZ,128138.SZ,128141.SZ,128142.SZ,132024.SH,132026.SH
2024-01-12,105.813,130.74,120.574,106.369,161.485,105.198,120.768,109.24,103.731,100.597,127.004,103.716,112.678,105.706,,,,,122.8,109.248,121.501,116.158,117.861,124.1,107.574,104.863,131.954,124.301,113.058,125.186,130.056,100.0,,,,,,105.99,128.763,110.51,109.04,106.41,108.065,105.89,113.635,102.172,102.162,105.191,102.806,116.5,106.929,108.41,128.806,118.2,,106.114,154.466,100.708,125.736,109.415,107.996,311.957,110.579,108.106,110.71,112.928,125.464,110.889,103.043,126.716,109.998,113.216,107.594,121.249,107.339,139.629,113.512,146.63,119.499,105.35,103.018,114.698,104.778,115.225,106.463,107.13,119.337,106.173,107.361,105.8,127.311,108.532,120.0,120.488,115.529,109.495,127.801,114.016,137.382,100.0,,,,,,,,,,,,,,,,124.501,121.083,102.575,119.954,102.295,113.704,116.661,110.697,116.217,116.375,111.156,103.714,99.727,115.58,129.893,105.593,123.636,101.82,106.735,114.617,102.938,116.709,117.041,121.009,115.433,115.618,122.55,112.22,119.785,,,,,,,,,,,,,,,,,178.252,127.701,122.609,110.6,115.366,114.77,126.1,112.584,136.541,115.223,125.047,119.756,108.599,154.21,113.8,124.837,111.442,135.299,108.358,121.108,112.049,306.02,118.899,117.4,108.96,106.053,112.08,138.853,126.051,115.538,134.18,117.711,111.1,112.865,127.6,109.278,106.936,104.966,124.738,128.12,122.9,106.644,115.463,114.41,118.201,131.653,113.632,139.53,112.339,106.14,107.0,115.0,127.467,137.112,106.639,144.997,107.924,132.6,120.134,112.0,117.002,114.01,115.004,132.225,116.465,124.55,115.89,115.465,106.51,114.962,138.3,163.28,131.8,120.066,122.5,121.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,110.156,119.316,106.5,101.52,108.734,117.052,111.3,110.715,101.984,107.15,172.7,111.662,113.209,111.942,102.801,109.3,107.3,85.085,101.879,125.645,135.6,124.99,117.071,103.65,117.288,103.9,99.67,108.747,127.499,105.473,102.286,102.642,124.397,117.55,124.057,124.158,119.532,149.74,127.7,102.927,117.626,106.498,130.503,103.698,124.66,119.6,136.0,120.2,229.2,157.247,115.665,100.0,100.0,,,,,,,,,110.11,103.7,113.18,120.936,101.84,108.586,107.901,117.0,103.085,109.0,112.089,108.108,117.981,117.781,123.9,106.769,,
2024-01-19,105.555,127.502,119.56,105.815,153.637,103.899,117.499,108.953,102.46,99.9,122.927,101.933,109.699,103.928,,,,,117.159,108.982,118.505,114.3,115.032,120.863,105.157,102.972,127.947,118.58,110.634,119.891,127.743,115.576,,,,,,106.21,123.352,110.552,107.843,105.241,107.395,104.073,110.537,102.187,102.894,103.686,102.881,113.902,105.468,107.306,125.306,113.639,,105.832,151.895,101.11,121.694,108.018,105.603,299.241,108.873,106.927,109.776,113.891,120.288,109.125,103.005,122.214,108.415,111.623,106.034,117.728,106.834,135.726,109.906,136.825,117.011,105.053,101.149,111.612,103.132,111.865,105.258,105.305,114.895,103.915,104.367,105.201,122.616,106.362,117.999,118.264,112.947,106.509,123.842,110.992,129.258,130.207,,,,,,,,,,,,,,,,120.163,120.675,100.955,116.382,100.202,110.999,112.251,107.984,113.356,112.709,106.269,102.8,99.198,111.32,126.726,101.854,117.091,101.334,103.68,107.495,102.648,112.404,113.576,116.186,112.811,116.593,116.136,108.451,118.642,,,,,,,,,,,,,,,,,159.409,122.574,119.234,108.31,114.81,110.9,124.551,112.169,129.488,110.5,121.8,116.718,106.997,142.519,112.8,120.877,108.9,132.6,107.008,115.472,105.92,286.4,116.41,112.756,108.624,103.992,111.56,132.51,123.197,113.559,131.199,112.319,107.8,109.701,125.786,106.48,106.844,103.37,121.564,123.099,117.5,105.288,111.8,111.513,115.99,126.091,110.947,132.517,111.4,104.225,105.05,113.299,122.5,134.346,103.985,139.26,104.14,131.4,118.2,108.33,111.349,111.58,110.24,125.995,114.339,119.931,111.95,113.433,103.265,110.316,128.689,157.397,122.25,115.846,115.806,116.502,126.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,109.716,118.122,105.215,101.595,107.095,114.777,109.157,109.33,95.742,105.35,157.024,109.6,111.337,110.18,101.37,108.779,105.9,82.999,100.567,124.231,130.992,123.915,116.792,102.5,115.301,102.291,96.1,108.6,122.2,104.7,100.991,100.3,119.486,113.821,117.254,120.698,116.391,148.7,123.37,102.4,115.053,104.65,122.9,103.0,119.1,116.355,130.7,114.025,227.502,146.736,111.3,107.1,100.0,,,,,,,,,108.002,102.973,111.308,117.3,99.815,107.166,106.75,112.959,103.123,105.811,111.5,107.4,116.0,117.572,119.9,106.33,,
2024-01-26,108.318,125.49,120.848,105.411,157.389,103.661,117.226,108.401,103.582,101.44,123.739,102.797,109.191,102.968,,,,,115.506,108.987,117.746,113.231,111.938,119.034,105.0,102.399,122.17,119.245,107.767,120.101,130.352,113.583,,,,,,106.782,122.835,109.498,109.226,105.627,107.163,104.524,111.815,102.678,101.592,104.882,103.535,114.79,105.065,111.174,130.399,115.009,,105.798,148.961,100.964,120.706,107.361,105.373,317.901,108.783,106.545,110.13,113.551,122.538,108.826,103.195,118.619,107.066,109.56,106.524,118.619,106.963,134.518,108.885,137.378,121.156,103.964,101.343,110.572,103.813,111.514,105.677,105.886,115.211,102.574,105.301,106.103,117.81,107.315,117.317,117.199,114.041,105.122,122.486,109.106,127.494,121.002,,,,,,,,,,,,,,,,117.958,120.383,100.871,113.984,98.615,108.274,109.757,108.46,109.926,111.601,105.234,101.39,98.505,107.323,122.925,101.84,117.492,101.453,102.414,106.702,103.195,105.301,111.966,110.617,110.474,113.687,114.209,107.819,115.174,,,,,,,,,,,,,,,,,156.9,122.29,116.828,108.959,113.398,111.652,124.6,112.358,127.45,108.848,119.011,114.31,106.849,146.65,113.24,121.504,109.891,130.0,106.55,114.41,107.2,268.0,116.18,110.5,107.497,101.967,110.7,132.191,119.76,111.163,130.433,109.49,106.701,109.689,127.81,105.351,103.976,102.37,119.029,119.35,116.207,104.687,111.376,108.998,113.699,124.75,106.54,128.5,108.01,104.487,103.239,112.43,121.53,131.502,102.8,137.5,101.86,131.564,117.82,106.899,112.925,109.89,111.3,123.46,111.308,118.093,110.3,110.744,105.381,109.518,126.012,150.128,119.3,112.509,118.33,117.045,123.2,106.2,,,,,,,,,,,,,,,,,,,,,,,,109.499,119.43,105.953,101.822,106.0,117.465,108.351,108.381,96.598,104.897,153.898,108.0,110.853,110.701,101.69,107.4,106.985,82.246,100.986,123.029,128.702,124.27,115.102,103.68,113.607,102.288,97.45,108.951,121.534,102.812,101.333,99.104,118.556,117.0,115.82,119.839,111.815,146.396,124.015,106.174,117.64,105.0,119.967,102.953,117.186,115.365,130.9,114.084,228.0,141.4,111.696,112.1,109.036,,,,,,,,,108.241,101.812,110.394,116.125,100.614,108.417,107.5,114.15,103.603,105.663,111.97,107.499,115.556,117.588,119.0,106.571,,
2024-02-02,107.384,114.707,117.984,104.63,150.249,101.882,110.818,106.833,100.669,99.36,119.8,98.503,102.986,99.515,,,,,110.712,106.45,108.008,109.068,106.765,108.962,101.1,101.257,111.884,110.219,104.205,107.28,127.404,107.011,,,,,,106.644,116.11,109.602,107.473,104.54,105.71,103.418,109.939,102.9,100.858,102.871,103.514,109.596,103.604,110.0,126.091,111.7,,105.984,132.167,99.733,113.971,105.689,104.397,303.624,108.979,104.953,106.811,108.4,115.423,106.3,102.286,115.95,106.325,105.69,104.092,113.357,104.953,126.811,103.571,130.737,107.266,101.375,100.88,107.288,103.626,105.266,104.929,102.38,111.123,102.244,97.539,106.01,111.975,105.55,108.069,112.675,108.654,101.595,111.573,100.61,125.439,108.038,,,,,,,,,,,,,,,,110.172,109.513,99.041,105.368,96.783,102.736,104.383,105.713,104.976,100.166,99.61,98.076,98.705,104.757,119.968,98.025,113.0,100.372,98.898,103.197,101.521,99.022,104.963,105.827,100.283,106.886,107.581,102.755,113.955,,,,,,,,,,,,,,,,,139.122,114.203,112.251,107.863,108.951,108.01,118.762,105.9,117.5,100.21,111.895,110.924,105.8,132.949,111.811,120.954,107.781,119.901,106.03,113.08,104.865,209.16,113.971,106.895,105.02,99.574,108.548,119.272,109.937,106.65,117.118,100.765,101.803,108.419,116.52,101.443,102.167,99.399,107.054,116.029,105.93,100.899,104.055,99.268,107.7,113.1,96.412,115.39,102.217,100.699,102.299,106.26,109.6,122.991,97.81,127.218,98.0,122.679,113.043,101.535,99.5,105.041,105.8,110.322,106.538,110.833,101.99,106.778,100.605,100.6,118.202,148.79,111.1,98.568,105.141,108.8,111.852,101.311,,,,,,,,,,,,,,,,,,,,,,,,109.5,118.451,104.804,101.499,103.656,113.546,107.18,107.85,82.498,101.9,141.8,106.2,106.046,109.0,98.75,105.431,105.48,76.4,99.805,116.375,117.45,114.59,105.885,102.615,104.555,95.0,95.1,101.7,115.503,102.106,100.694,95.85,114.434,109.999,110.171,109.28,104.99,137.63,114.23,103.0,116.562,103.6,110.5,100.911,109.673,106.468,116.9,105.505,233.496,130.0,102.5,106.401,103.395,,,,,,,,,106.25,102.662,106.663,108.805,98.972,107.227,103.5,107.007,103.62,104.902,110.621,105.101,108.85,116.662,111.0,104.515,,
2024-02-08,108.435,122.565,119.902,106.402,155.956,103.229,116.414,108.66,104.008,100.856,126.66,93.818,107.46,105.563,,,,,115.501,106.588,111.622,108.493,108.222,109.494,98.11,103.0,105.937,105.955,106.49,108.52,129.141,110.373,,,,,,106.823,124.007,109.749,109.38,104.612,106.594,104.305,114.221,102.89,101.239,105.334,103.625,112.853,104.2,111.106,134.76,114.906,,106.288,138.951,99.7,114.77,108.07,104.254,323.18,109.841,105.098,109.207,110.5,119.98,109.575,103.339,121.459,108.483,110.0,100.0,116.193,107.272,122.109,107.2,137.114,105.431,101.45,103.78,111.482,104.41,108.427,103.961,105.493,116.115,103.031,95.08,109.686,109.877,106.058,113.582,119.925,113.584,103.869,112.863,104.698,115.555,108.628,,,,,,,,,,,,,,,,118.539,116.119,100.995,104.58,94.902,104.066,107.932,108.737,106.2,94.468,99.998,98.012,98.805,107.552,127.452,99.398,120.0,100.047,101.594,108.2,102.393,102.101,109.745,109.384,100.198,109.917,111.312,109.328,112.458,,,,,,,,,,,,,,,,,136.501,116.526,111.848,108.98,109.901,109.88,118.349,105.2,114.5,102.011,111.0,116.458,106.983,146.482,113.498,122.385,108.0,121.71,106.95,115.6,107.899,220.9,119.91,109.33,105.68,100.15,108.909,116.641,115.879,107.3,119.3,106.0,100.555,114.489,125.96,103.115,101.978,98.08,108.366,121.55,104.01,102.721,101.4,97.98,107.0,109.0,93.239,124.498,105.0,101.944,102.602,105.354,108.5,129.008,97.142,141.0,101.09,129.783,117.7,100.2,93.12,110.53,102.3,107.4,111.426,109.647,99.361,110.685,101.4,94.61,126.84,159.902,109.2,99.92,105.3,108.8,112.8,101.307,,,,,,,,,,,,,,,,,,,,,,,,109.895,118.588,106.2,102.15,104.607,116.439,109.999,108.88,74.24,98.78,158.588,108.85,109.793,112.246,99.22,109.53,107.75,72.101,99.125,125.33,115.87,122.14,101.18,104.0,102.04,94.455,95.459,102.7,124.463,103.182,105.497,96.436,122.0,113.681,116.363,106.1,105.3,126.051,118.51,104.81,121.112,106.203,117.1,102.002,113.8,112.0,114.5,108.6,245.803,129.3,104.7,111.0,107.013,,,,,,,,,105.95,102.274,109.768,114.82,99.0,104.8,96.251,116.523,103.499,106.984,112.5,108.083,117.504,116.9,118.5,107.218,,
2024-02-23,109.333,122.715,122.315,106.713,164.64,103.05,117.73,110.513,103.321,101.012,126.36,97.318,108.691,106.059,,,,,118.794,107.563,117.521,111.141,113.842,115.343,102.611,103.59,117.046,113.793,107.712,112.766,134.403,115.453,,,,,,107.331,123.615,110.5,109.839,105.604,106.698,106.465,114.951,103.914,101.849,105.809,104.64,115.629,105.695,113.859,155.456,115.43,,106.146,149.03,100.463,120.839,107.515,107.409,361.615,109.773,106.64,111.124,111.779,121.512,111.505,104.345,127.536,109.0,109.234,103.759,121.048,108.183,127.84,107.367,136.106,109.78,104.6,103.408,112.914,106.757,111.106,105.684,106.23,117.017,107.3,99.06,110.603,118.324,107.164,118.359,122.874,114.319,106.216,127.262,107.298,123.357,113.195,,,,,,,,,,,,,,,,123.124,120.013,102.042,110.272,98.493,106.046,109.439,109.127,109.002,100.507,104.273,100.308,99.832,109.409,129.773,103.031,120.67,102.01,102.801,108.317,103.3,106.716,113.435,111.51,105.968,111.879,112.379,109.775,115.2,,,,,,,,,,,,,,,,,153.83,125.3,116.5,109.229,110.9,111.65,121.5,108.487,121.7,111.508,116.78,114.78,107.664,144.5,113.926,122.6,110.0,128.246,107.97,116.18,108.227,249.8,120.334,110.709,107.368,102.287,111.27,127.6,122.44,109.732,131.995,106.75,105.689,113.15,127.544,104.993,103.646,101.52,113.386,123.106,112.032,103.276,106.772,103.801,116.935,119.094,97.986,126.631,106.182,103.916,103.104,112.11,119.688,131.257,98.484,137.552,103.479,133.897,120.584,108.2,103.4,113.311,107.22,115.784,113.131,113.79,105.602,108.999,102.703,100.5,131.525,156.65,118.5,113.001,110.3,114.78,118.89,104.103,,,,,,,,,,,,,,,,,,,,,,,,110.39,119.446,106.2,102.196,107.816,118.805,112.65,110.498,85.777,102.438,160.8,110.099,109.701,112.401,101.852,109.61,107.62,79.2,100.86,124.5,125.74,124.388,106.639,105.05,108.861,96.87,97.736,105.103,126.66,104.84,102.868,98.356,122.865,113.999,122.5,112.551,110.53,142.472,116.4,105.193,120.803,105.772,118.88,104.605,116.9,122.5,121.5,111.586,191.381,132.9,110.401,113.781,108.001,,,,,,,,,106.396,103.85,111.4,115.993,99.9,107.97,100.088,114.676,104.191,106.462,112.606,107.61,117.057,117.995,117.599,107.87,,
2024-03-01,108.922,123.304,121.3,107.134,158.023,103.644,117.352,109.967,101.967,100.624,127.694,96.878,107.684,105.559,,,,,116.301,108.194,118.415,111.309,115.444,113.987,101.342,105.053,118.593,113.81,106.925,111.618,131.183,112.664,,,,,,107.5,122.788,110.561,110.4,105.209,106.9,106.197,113.301,103.937,101.537,104.986,104.751,114.214,105.591,112.686,155.836,114.99,,106.0,156.963,100.151,121.098,108.692,106.65,347.137,110.66,107.476,109.978,110.64,119.217,113.116,104.292,125.816,109.041,108.804,104.205,120.856,108.945,127.592,105.908,132.519,108.647,104.57,103.803,113.005,106.502,110.182,105.897,109.711,115.774,107.25,98.636,112.864,120.026,106.454,116.474,120.558,113.807,107.196,131.256,107.321,130.308,115.124,,,,,,,,,,,,,,,,122.508,123.004,101.954,108.99,98.128,106.802,109.705,110.95,110.867,98.813,102.373,99.6,99.975,108.577,125.387,101.944,124.205,101.117,102.634,111.804,103.649,105.004,115.044,109.227,106.749,113.863,113.833,110.652,115.65,,,,,,,,,,,,,,,,,154.2,124.028,115.964,108.777,110.501,111.658,120.03,108.5,119.88,113.45,116.213,114.64,107.5,144.5,113.669,121.6,110.794,129.598,107.825,116.89,107.607,238.9,120.46,111.003,108.02,102.499,111.57,127.0,122.9,107.8,128.61,106.386,104.509,112.7,128.99,105.007,103.625,100.45,113.2,121.49,112.266,103.535,106.92,103.3,116.978,119.4,97.43,134.01,108.345,102.989,103.078,113.289,120.296,131.459,99.9,141.395,102.95,134.548,119.65,105.529,99.948,111.888,113.799,116.4,112.9,112.4,108.688,111.138,102.911,100.7,139.333,163.649,115.128,114.8,110.31,114.74,117.828,105.477,,,,,,,,,,,,,,,,,,,,,,,,110.103,118.9,106.195,102.249,106.64,116.7,111.735,109.557,75.1,100.888,170.334,117.397,108.95,113.174,101.482,108.571,106.789,74.31,100.21,125.158,124.6,122.175,107.582,104.2,107.7,96.95,98.094,105.5,127.2,104.443,101.957,97.47,125.99,113.453,124.2,113.999,112.28,141.0,116.7,104.54,122.13,105.795,116.851,103.471,116.919,120.0,118.0,112.98,176.0,131.62,111.277,112.8,106.496,148.0,,,,,,,,105.556,102.025,108.098,115.024,99.0,108.18,98.2,114.86,104.354,106.2,112.0,108.389,118.288,118.2,115.698,108.124,,
2024-03-08,107.858,121.648,118.544,106.968,163.331,102.944,113.886,110.0,98.959,99.99,123.889,93.487,105.062,103.9,,,,,116.103,107.824,113.393,109.075,109.665,109.442,98.318,103.05,118.482,111.491,104.549,109.04,135.558,111.53,,,,,,107.611,122.112,110.924,108.973,104.381,105.291,105.051,113.849,104.256,101.433,104.309,104.992,113.694,107.958,112.941,158.861,114.63,,105.755,158.191,100.699,122.87,106.287,105.233,388.249,110.0,107.011,109.54,106.662,120.235,110.092,103.435,126.224,107.287,107.868,103.136,117.867,107.881,126.492,105.569,134.203,106.121,103.694,102.805,109.179,104.323,106.863,105.473,106.756,113.615,107.977,97.628,111.082,120.914,105.312,117.488,118.329,112.612,105.361,130.754,104.914,126.934,110.882,,,,,,,,,,,,,,,,120.623,122.274,101.117,105.157,97.463,104.21,106.15,107.999,106.215,94.84,100.01,97.289,99.555,106.8,122.145,97.569,122.643,101.815,99.891,106.599,103.939,101.567,113.842,105.479,106.033,109.905,114.897,111.064,111.837,,,,,,,,,,,,,,,,,151.4,126.015,116.1,107.785,109.632,111.479,119.55,108.698,117.627,107.779,113.336,111.835,106.0,138.499,113.297,120.801,109.843,128.825,105.93,113.85,107.105,244.0,118.482,109.072,107.659,100.899,109.9,128.624,121.7,105.796,127.877,104.998,102.567,110.835,126.85,103.272,102.52,98.808,109.201,119.05,108.695,101.446,103.327,102.328,116.0,116.148,95.03,131.493,104.35,99.68,102.709,107.56,117.527,128.228,96.33,151.2,100.7,134.2,115.998,103.41,95.6,111.098,111.166,114.801,111.0,108.925,103.539,108.8,102.309,96.561,130.789,168.3,115.571,108.65,107.421,111.388,116.999,104.026,,,,,,,,,,,,,,,,,,,,,,,,110.249,118.9,106.0,101.855,107.22,116.499,109.965,107.826,75.44,97.979,170.85,113.884,107.65,112.2,98.642,107.724,106.069,73.076,99.91,126.887,122.929,120.333,109.298,105.8,104.611,93.251,94.65,103.427,127.217,102.927,101.4,97.353,123.01,110.8,125.66,111.28,109.38,147.793,113.7,104.401,124.15,105.15,112.446,103.499,115.11,122.018,116.35,118.9,179.499,129.95,107.25,109.015,104.33,138.9,101.552,,,,,,,105.728,101.1,104.945,110.393,98.735,106.69,99.204,110.982,104.578,107.1,112.0,107.005,116.66,117.492,113.141,105.915,,
2024-03-15,107.605,125.526,120.97,107.115,159.37,102.662,115.866,109.999,98.952,100.05,125.476,94.497,108.223,105.404,,,,,119.0,107.135,117.186,114.989,110.909,111.472,99.144,103.533,119.313,113.625,105.493,114.774,133.395,113.444,,,,,,107.258,123.191,110.5,109.997,105.55,106.188,106.021,114.24,103.896,101.798,105.6,104.512,114.611,109.95,114.25,142.592,116.7,,105.903,168.055,101.864,121.956,106.801,103.622,433.788,110.705,107.202,110.163,110.271,121.0,113.493,104.45,125.538,106.888,109.6,103.555,119.219,108.762,127.99,104.987,130.588,109.722,104.249,103.8,109.396,105.706,109.074,107.656,109.303,116.038,107.788,98.615,111.521,123.3,106.511,119.871,122.315,115.783,106.203,132.29,106.54,136.005,111.564,,,,,,,,,,,,,,,,124.428,124.164,100.675,104.4,97.683,103.3,110.275,108.022,107.961,95.949,100.211,98.199,99.509,106.407,125.37,95.961,124.539,102.511,101.514,106.136,104.976,102.181,115.098,107.346,107.3,112.347,116.168,115.003,112.783,,,,,,,,,,,,,,,,,147.499,129.369,118.29,108.46,111.163,111.672,120.26,108.35,119.898,108.9,114.533,111.6,107.497,138.64,113.93,120.0,111.3,130.86,107.7,114.85,108.251,263.3,120.15,110.201,107.608,100.444,110.35,129.7,124.086,105.617,129.98,105.8,103.582,112.0,129.77,103.6,103.088,99.614,110.59,120.602,110.297,102.616,105.796,103.497,118.47,118.5,97.097,131.3,105.23,101.589,103.63,108.67,125.6,134.371,96.268,154.7,101.412,138.09,116.209,104.88,96.8,110.939,114.662,116.95,112.417,111.742,105.575,110.355,102.662,97.9,134.95,172.3,117.203,116.607,109.114,113.876,125.455,103.78,,,,,,,,,,,,,,,,,,,,,,,,110.423,119.913,106.456,101.9,106.407,114.699,111.828,108.985,80.511,98.9,174.725,113.6,108.09,111.73,100.08,108.502,106.22,74.299,100.81,126.3,127.77,122.88,111.607,104.378,105.85,94.491,95.299,104.613,126.88,105.246,101.713,98.25,126.395,110.749,131.6,112.926,109.29,155.5,119.5,104.611,123.043,106.072,113.41,104.499,114.327,126.407,119.0,123.473,199.49,130.709,110.332,110.4,106.2,144.85,103.08,,,,,,,101.082,101.1,105.383,111.5,99.0,107.864,99.55,113.989,104.205,106.25,112.51,107.043,118.709,117.74,117.719,106.773,,
2024-03-22,108.581,134.604,121.2,106.651,166.262,102.793,116.516,109.399,99.03,101.01,124.369,96.481,109.956,105.351,,,,,121.279,107.212,119.175,114.414,110.457,112.612,100.786,104.001,122.459,114.122,110.417,114.962,137.369,113.66,,,,,,107.42,122.659,110.8,110.727,105.393,105.65,105.769,114.207,104.341,101.529,105.229,104.925,114.181,111.846,114.235,151.21,121.599,,106.258,181.202,101.993,124.722,107.671,104.82,413.509,112.0,107.777,110.965,110.737,122.265,116.276,104.304,125.805,107.797,107.015,104.788,123.503,108.668,130.891,108.12,146.177,110.136,104.571,104.112,109.126,105.574,108.926,108.5,110.504,113.397,108.55,100.001,110.957,123.719,107.92,121.298,119.851,122.957,106.39,134.157,106.35,157.471,113.45,100.0,,,,,,,,,,,,,,,125.5,125.001,101.145,105.522,97.655,105.022,110.65,108.497,110.85,97.162,100.855,97.95,99.373,107.2,125.835,98.766,125.606,101.699,102.515,108.496,105.322,108.23,115.641,108.15,109.012,112.752,115.2,118.03,117.646,,,,,,,,,,,,,,,,,152.28,130.199,119.7,108.374,111.142,113.201,120.999,111.3,121.1,109.4,115.0,112.581,107.917,134.011,113.86,123.824,111.2,130.909,108.088,114.96,108.933,255.999,119.656,109.99,107.659,101.112,111.029,133.101,135.0,107.87,139.2,104.63,103.678,112.138,126.9,104.1,102.8,100.85,113.513,116.882,112.916,105.158,108.0,103.797,120.1,120.959,97.427,137.2,106.79,101.833,103.92,111.0,125.137,141.46,98.11,159.995,103.073,134.031,116.545,109.064,98.124,111.83,115.005,119.4,113.0,112.948,105.7,111.95,102.845,100.003,131.83,176.4,119.251,116.116,117.252,113.604,123.1,104.409,,,,,,,,,,,,,,,,,,,,,,,,110.5,120.055,106.863,102.046,108.366,115.51,111.031,109.3,76.978,100.731,166.8,114.605,108.8,112.494,100.61,114.498,106.015,75.221,103.669,126.4,127.888,125.075,112.505,105.4,106.86,98.988,95.815,105.751,129.986,106.686,101.561,96.599,124.256,112.9,129.61,115.35,113.796,161.0,120.736,105.229,125.521,107.2,112.001,104.073,116.17,129.0,120.7,131.31,223.5,128.56,113.429,110.2,105.606,146.599,103.65,,,,,,,100.993,101.316,107.14,112.288,99.23,108.23,101.005,115.72,104.6,106.161,113.33,109.192,119.188,118.193,115.3,106.602,,
